parent_meter_id,child_meter_id,relation_type,flow_coefficient,valid_from,valid_to,derived_from
B313.T26S,B313.T26S-2-6,hasSubMeter,,,,el_naming_hierarchy
B313.T26S,B313.T26S-3-12,hasSubMeter,,,,el_naming_hierarchy
B313.T26S,B313.T26S-3-16,hasSubMeter,,,,el_naming_hierarchy
B313.T26S,B313.T26S-3-20,hasSubMeter,,,,el_naming_hierarchy
B313.T26S,B313.T26S-3-24,hasSubMeter,,,,el_naming_hierarchy
B313.T26S,B313.T26S-3-28,hasSubMeter,,,,el_naming_hierarchy
B313.T26S,B313.T26S-3-32,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-3-9,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-4-2,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-4-3,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-4-4,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-4-6,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-4-7,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-4-9,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-5-1,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-5-2,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-5-5,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-5-6,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-5-7,hasSubMeter,,,,el_naming_hierarchy
B317.T49,B317.T49-5-9,hasSubMeter,,,,el_naming_hierarchy
B334.T87,B334.T87-5-2,hasSubMeter,,,,el_naming_hierarchy
B334.T88,B334.T88-4-2,hasSubMeter,,,,el_naming_hierarchy
B209.T32-4-2,B204.EL_VIRT,feeds,0.75,,,excel_EL_fractional
B209.T32-4-2,B205.EL_VIRT,feeds,0.25,,,excel_EL_fractional
B312.T34,B312.EL_VIRT,feeds,0.85,,,excel_EL_fractional
B317.T49,B310.EL_VIRT,feeds,0.4,,,excel_EL_fractional
B317.T49,B313.EL_VIRT,feeds,0.1,,,excel_EL_fractional
B317.T49,B317.EL_VIRT,feeds,0.5,,,excel_EL_fractional
B313.T26S,B310.EL_VIRT,feeds,0.5,,,excel_EL_fractional
B313.T26S,B311.EL_VIRT,feeds,0.5,,,excel_EL_fractional
B311.T29,B310.EL_VIRT,feeds,0.333333,,,excel_EL_fractional
B311.T29,B311.EL_VIRT,feeds,0.666667,,,excel_EL_fractional
B317.T49-3-9,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-3-9,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-4-4,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-4-4,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-4-6,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-4-6,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-4-7,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-4-7,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-4-9,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-4-9,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-5-1,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-5-1,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-5-2,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-5-2,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B317.T49-5-7,B317.EL_VIRT,feeds,0.5,,,excel_EL_t49_extra_compensation
B317.T49-5-7,B313.EL_VIRT,feeds,0.1,,,excel_EL_t49_extra_compensation
B313.T26S-2-12,B311.EL_VIRT,feeds,0.5,,,excel_EL_t26s_extra_compensation
B313.T26S-3-24,B311.EL_VIRT,feeds,0.5,,,excel_EL_t26s_extra_compensation
B312.T34,B312.T34_unalloc,feeds,0.15,,,excel_EL_t34_residual
B339.T77-4-5,B305.EL_VIRT,feeds,0.5,,,excel_EL_double_plus_split
B339.T77-4-5,B392.EL_VIRT,feeds,0.5,,,excel_EL_double_plus_split
B318.T21-6-2-A,B318.EL_VIRT,feeds,0.5,,,excel_EL_double_plus_split
B318.T21-6-2-A,B344.EL_VIRT,feeds,0.5,,,excel_EL_double_plus_split
B317.T49-3-9,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-4-4,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-4-6,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-4-7,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-4-9,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-5-1,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-5-2,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B317.T49-5-7,SNV.EL_UNALLOC,feeds,0.4,,,campus_residual
B313.T26S-2-12,SNV.EL_UNALLOC,feeds,0.5,,,campus_residual
B313.T26S-3-24,SNV.EL_UNALLOC,feeds,0.5,,,campus_residual
B307.T10-1,B307.T10-5-2,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-5-3,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-6-2,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-6-5,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-6-8,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-6-9,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-3,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-4,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-5,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-6,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-1,B307.T10-7-7,hasSubMeter,,,,excel_EL_complex_formula
B307.T11-1,B307.T11-7-10,hasSubMeter,,,,excel_EL_complex_formula
B307.T11-1,B307.T11-7-7,hasSubMeter,,,,excel_EL_complex_formula
B307.T11-1,B307.T11-8-5,hasSubMeter,,,,excel_EL_complex_formula
B339.T77-1,B339.T77-4-5,hasSubMeter,,,,excel_EL_complex_formula
B339.T77-1,B339.T77-5-1,hasSubMeter,,,,excel_EL_complex_formula
B339.T78-1,B339.T78-4-1,hasSubMeter,,,,excel_EL_complex_formula
B339.T78-1,B339.T78-4-2,hasSubMeter,,,,excel_EL_complex_formula
B307.T10-6-8,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-6-9,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-7-3,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-7-4,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-7-5,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T10-7-7,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T11-7-10,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B307.T11-8-5,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B312.T34-2-3,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B312.T34-2-4,B305.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B308.T57-4-7,B344.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B310.T27,B310.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B310.T28,B310.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B310.T27-12-2,B313.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B311.T56,B311.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B311.T79,B311.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B311.T80,B311.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B360.T99-4-5,B311.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B313.T26S-3-16,B317.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B313.T26S-3-20,B317.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B317.T49-5-9,B317.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B328.T19-3-4,B318.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B328.T19-4-2,B318.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B328.T20-3-1,B318.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B339.T78-4-2,B318.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B334.T88-4-2,B392.EL_VIRT,feeds,1.0,,,excel_EL_abbey_road_unification
B314.KV1_VMM21_V,B313.KV1_VMM22_V,hasSubMeter,,,,excel_formula_B314
B327.KV1_VMM21_V,B326.KV1_VMM21,hasSubMeter,,,,excel_formula_B327
B334.KV1_VMM21,B330.KV1_VMM23_V,hasSubMeter,,,,excel_formula_B334
B339.KV1_VMM23_V,B318.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B339
B207.KV1_VMM21,B202.KV1_VMM22_V,hasSubMeter,,,,excel_formula_B202
B207.KV1_VMM21,B201.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B202
B302.KV1_VMM22_V,B302.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B302
B302.KV1_VMM22_V,B301.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B302
B305.KV1_VMM22_V,B305.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B305
B305.KV1_VMM22_V,B302.KV1_VMM23_V,hasSubMeter,,,,excel_formula_B305
B307.KV1_VMM21_V,B344.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B307
B307.KV1_VMM21_V,B342.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B307
B318.KV1_VMM21_V,B353.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B318
B318.KV1_VMM21_V,B319.KV1_VMM21,hasSubMeter,,,,excel_formula_B318
B207.KV1_VMM22,B207.KV1_VMM21,hasSubMeter,,,,excel_formula_B207
B207.KV1_VMM22,B216.KV1_VMM21,hasSubMeter,,,,excel_formula_B207
B207.KV1_VMM22,B217.KV1_VMM24_V,hasSubMeter,,,,excel_formula_B207
B310.KV1_VMM23_V,B315.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B310
B310.KV1_VMM23_V,B314.KV1_VMM22_V,hasSubMeter,,,,excel_formula_B310
B311.KV1_VMM26_V,B317.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B317.KV1_VMM22_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B317.KV1_VMM23_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B317.KV1_VMM25_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B311.KV1_VMM27_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B337.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B381.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B310.KV1_VMM20_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B310.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B310.KV1_VMM22_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B310.KV1_VMM23_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B310.KV1_VMM24_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B310.KV1_VMM27_V,hasSubMeter,,,,excel_formula_B311
B311.KV1_VMM26_V,B313.KV1_VMM21_V,hasSubMeter,,,,excel_formula_B311
B304.KB2,B302.KYLA_VIRT,feeds,0.5,,,excel_Kyla_r19
B304.KB2,B303.KYLA_VIRT,feeds,0.5,,,excel_Kyla_r20
B305.KB1,B305.KYLA_VIRT,feeds,1.0,,,excel_Kyla_r22
B307.KB1,B305.KYLA_VIRT,feeds,0.5,,,excel_Kyla_r22
B307.KB1,B307.KYLA_VIRT,feeds,0.5,,,excel_Kyla_r23
B307.KB1_VMM52,B307.KYLA_VIRT,feeds,1.0,,,excel_Kyla_r23
B339.V2_GF3_3,B212.V2_VMM51,hasSubMeter,,,,excel_formula_B339
B339.V2_GF3_3,B229.V2_VMM51,hasSubMeter,,,,excel_formula_B339
B339.V2_GF3_3,B230.V2_VMM51,hasSubMeter,,,,excel_formula_B339
B339.V2_GF3_3,B339.V2_GF4_1,hasSubMeter,,,,excel_formula_B339
B310.V2_GF4_1,B310.SJOVATTEN_VIRT,feeds,0.5,,,excel_Sjovatten_r27
B310.V2_GF4_1,B311.SJOVATTEN_VIRT,feeds,0.5,,,excel_Sjovatten_r28
B330.V2_GF4_1,B330.SJOVATTEN_VIRT,feeds,0.5,,,excel_Sjovatten_r45
B330.V2_GF4_1,B331.SJOVATTEN_VIRT,feeds,0.5,,,excel_Sjovatten_r46
B308.VS1_VMM61,B307.VS1_VMM61,hasSubMeter,,,,excel_formula_B308
B308.VS1_VMM61,B327.VS1_VMM61,hasSubMeter,,,,excel_formula_B308
B310.VP2_VMM61,B301.VP2_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B301.VP2_VMM62,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B302.VP2_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B302.VP2_VMM62,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B303.VP2_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B304.VP2_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B304.VP2_VMM62,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B305.VP2_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B311.VP1_VMM62,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B311.VP1_VMM64,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B311.VP1_VMM65,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B311.VS2_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B312.VP2_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B312.VP2_VMM62,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B313.VP1_VMM62,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B313.VS1_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B317.VP1_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B317.VP1_VMM62,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B317.VP1_VMM63,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B341.VS1_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B385.VP2_VMM61,hasSubMeter,,,,excel_formula_B310
B310.VP2_VMM61,B385.VP2_VMM62,hasSubMeter,,,,excel_formula_B310
B311.VP1_VMM65,B310.VS2_VMM61,hasSubMeter,,,,excel_formula_B311
B311.VP1_VMM65,B310.VS2_VMM62,hasSubMeter,,,,excel_formula_B311
B311.VP1_VMM65,B381.VP1_VMM61,hasSubMeter,,,,excel_formula_B311
B313.VS1_VMM61,B314.VP1_VMM61,hasSubMeter,,,,excel_formula_B313
B314.VP1_VMM61,B315.VP1_VMM61,hasSubMeter,,,,excel_formula_B314
B318.VP1_VMM61,B319.VP1_VMM61,hasSubMeter,,,,excel_formula_B318
B203.FV1_MQ4_E,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B216.FV1_VMM61_E,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B308.FV1_VMM61_E,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B310.FV1_VMM61,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B310.FV1_VMM62,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B310.FV1_VMM63,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B310.FV1_VMM64,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B318.FV1_VMM80,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B330.FV1_INT_VERK_E,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B334.VP1_VMM1_E,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
B339.FV1_VMM61_E,SNV.VARME_INTAKE,feeds,1.0,,,kontroll_fv_matare
SNV.VARME_INTAKE,B201.VP1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B203.VP1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B207.VP1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B216.VP1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B217.VP1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B308.VS1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B310.VP1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B310.VP2_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B318.VP1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B325.VP1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B326.VS1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B330.VS1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B334.VS1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B337.VP12_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B337.VS12_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
SNV.VARME_INTAKE,B339.VS1_VMM61,hasSubMeter,,,,snv_varme_intake_fanout
B324.H3,B324.EL_INTAKE,feeds,1.0,,,B324_el_intake
B324.H4_1,B324.EL_INTAKE,feeds,1.0,,,B324_el_intake
B324.EL_INTAKE,B207.T94-2-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-2-2,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-2-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-2-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-5,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-6,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T94-4-7,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-2,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-3-6,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-5-5,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-5-6,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B207.T95-5-7,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B209.T21,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B209.T32,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B307.T10-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B307.T11-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B307.T77-4-5-B,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T57,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T58,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T58-7-8,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T58-8-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B308.T59,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B310.T27,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B310.T28,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B311.T29,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B311.T56,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B311.T79,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B311.T80,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B312.T34,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B313.T26S,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B313.T26S-2-XX,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B317.T49,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B318.T21-6-2-A,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B324.T14-4-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B325.T12,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B325.T13,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-3-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-3-3,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-3-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-4-2,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T19-5-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T20-2-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T20-2-4,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T20-3-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B328.T20-4-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T30,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T36,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T37,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T64,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B330.T65,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T87,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T88,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T89,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T91,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B334.T92,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B336.T40-3-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B337.T43,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B337.T44,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T71-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T72-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T73-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T74-1,hasSubMeter,,,,snv_el_intake_fanout
B324.EL_INTAKE,B339.T74-2-2,hasSubMeter,,,,snv_el_intake_fanout
